ID,Negara,Benua,NamaKomoditi,Tahun,Volume,Nilai,NegaraID,KomoditiID
1692,Perancis,Eropa,mutiara - pearl,2011,0,0,18,3
1693,Jerman,Eropa,mutiara - pearl,2011,0.065,0.88,19,3
1694,Belgia dan Luksemburg,Eropa,mutiara - pearl,2011,0,0,20,3
1695,Swedia,Eropa,mutiara - pearl,2011,0,0,21,3
1696,Denmark,Eropa,mutiara - pearl,2011,0,0,22,3
1697,Irlandia,Eropa,mutiara - pearl,2011,0,0,23,3
1698,Italia,Eropa,mutiara - pearl,2011,0,0,24,3
1699,Spanyol,Eropa,mutiara - pearl,2011,0,0,25,3
1700,Yunani,Eropa,mutiara - pearl,2011,0,0,26,3
1701,Bulgaria,Eropa,mutiara - pearl,2011,0,0,27,3
1702,Polandia,Eropa,mutiara - pearl,2011,0,0,28,3
1703,Slovenia,Eropa,mutiara - pearl,2011,0,0,29,3
1704,Rusia,Eropa,mutiara - pearl,2011,0,0,30,3
1705,Negara lainnya,Lainnya,mutiara - pearl,2011,3.444,62.341,31,3
1706,Jepang,Asia,rumput laut - seaweed,2001,187.7,2696.535,1,4
1707,Hongkong,Asia,rumput laut - seaweed,2001,7808.813,3450.85,2,4
1708,Korea Selatan,Asia,rumput laut - seaweed,2001,605.449,351.653,3,4
1709,Taiwan,Asia,rumput laut - seaweed,2001,478.816,181.175,4,4
1710,Cina,Asia,rumput laut - seaweed,2001,1602.988,451.623,5,4
1711,Thailand,Asia,rumput laut - seaweed,2001,0,0,6,4
1712,Singapura,Asia,rumput laut - seaweed,2001,66.347,17.68,7,4
1713,Filipina,Asia,rumput laut - seaweed,2001,1522.784,1209.343,8,4
1714,Malaysia,Asia,rumput laut - seaweed,2001,570,330.9,9,4
1715,Arab Saudi,Asia,rumput laut - seaweed,2001,2.986,54.675,10,4
1716,Yordania,Asia,rumput laut - seaweed,2001,0,0,11,4
1717,Mesir,Afrika,rumput laut - seaweed,2001,0,0,12,4
1718,Australia,Australia,rumput laut - seaweed,2001,380.097,556.85,13,4
1719,Amerika Serikat,Amerika,rumput laut - seaweed,2001,1661.604,820.7,14,4
1720,Kanada,Amerika,rumput laut - seaweed,2001,18,79.2,15,4
1721,UK,Eropa,rumput laut - seaweed,2001,713.7,1023.931,16,4
1722,Belanda,Eropa,rumput laut - seaweed,2001,40.468,20.19,17,4
1723,Perancis,Eropa,rumput laut - seaweed,2001,1617.06,331.061,18,4
1724,Jerman,Eropa,rumput laut - seaweed,2001,335,475.15,19,4
1725,Belgia dan Luksemburg,Eropa,rumput laut - seaweed,2001,462.001,676.203,20,4
1726,Swedia,Eropa,rumput laut - seaweed,2001,0,0,21,4
1727,Denmark,Eropa,rumput laut - seaweed,2001,3953.86,2007.382,22,4
1728,Irlandia,Eropa,rumput laut - seaweed,2001,0,0,23,4
1729,Italia,Eropa,rumput laut - seaweed,2001,46,30.1,24,4
1730,Spanyol,Eropa,rumput laut - seaweed,2001,4359.337,1617.71,25,4
1731,Yunani,Eropa,rumput laut - seaweed,2001,0,0,26,4
1732,Bulgaria,Eropa,rumput laut - seaweed,2001,0,0,27,4
1733,Polandia,Eropa,rumput laut - seaweed,2001,0,0,28,4
1734,Slovenia,Eropa,rumput laut - seaweed,2001,0,0,29,4
1735,Rusia,Eropa,rumput laut - seaweed,2001,0,0,30,4
1736,Negara lainnya,Lainnya,rumput laut - seaweed,2001,1441.048,846.814,31,4
1737,Jepang,Asia,rumput laut - seaweed,2002,178.9,2004.565,1,4
1738,Hongkong,Asia,rumput laut - seaweed,2002,7164.492,2102.56,2,4
1739,Korea Selatan,Asia,rumput laut - seaweed,2002,229.35,89.445,3,4
1740,Taiwan,Asia,rumput laut - seaweed,2002,407.404,175.762,4,4
1741,Cina,Asia,rumput laut - seaweed,2002,4186.863,2552.991,5,4
1742,Thailand,Asia,rumput laut - seaweed,2002,0,0,6,4
1743,Singapura,Asia,rumput laut - seaweed,2002,88.425,69.903,7,4
1744,Filipina,Asia,rumput laut - seaweed,2002,1471.865,747.739,8,4
1745,Malaysia,Asia,rumput laut - seaweed,2002,262.115,127.733,9,4
1746,Arab Saudi,Asia,rumput laut - seaweed,2002,0,0,10,4
1747,Yordania,Asia,rumput laut - seaweed,2002,0,0,11,4
1748,Mesir,Afrika,rumput laut - seaweed,2002,0,0,12,4
1749,Australia,Australia,rumput laut - seaweed,2002,0,0,13,4
1750,Amerika Serikat,Amerika,rumput laut - seaweed,2002,1804.408,1077.07,14,4
1751,Kanada,Amerika,rumput laut - seaweed,2002,0,0,15,4
1752,UK,Eropa,rumput laut - seaweed,2002,499,575.06,16,4
1753,Belanda,Eropa,rumput laut - seaweed,2002,20,6,17,4
1754,Perancis,Eropa,rumput laut - seaweed,2002,1832.684,599.608,18,4
1755,Jerman,Eropa,rumput laut - seaweed,2002,209.036,136,19,4
1756,Belgia dan Luksemburg,Eropa,rumput laut - seaweed,2002,252,265.65,20,4
1757,Swedia,Eropa,rumput laut - seaweed,2002,0,0,21,4
1758,Denmark,Eropa,rumput laut - seaweed,2002,3947.733,2132.044,22,4
1759,Irlandia,Eropa,rumput laut - seaweed,2002,0,0,23,4
1760,Italia,Eropa,rumput laut - seaweed,2002,82,45.7,24,4
1761,Spanyol,Eropa,rumput laut - seaweed,2002,4700,2351.316,25,4
1762,Yunani,Eropa,rumput laut - seaweed,2002,0,0,26,4
1763,Bulgaria,Eropa,rumput laut - seaweed,2002,0,0,27,4
1764,Polandia,Eropa,rumput laut - seaweed,2002,0,0,28,4
1765,Slovenia,Eropa,rumput laut - seaweed,2002,0,0,29,4
1766,Rusia,Eropa,rumput laut - seaweed,2002,0,0,30,4
1767,Negara lainnya,Lainnya,rumput laut - seaweed,2002,1223.58,726.328,31,4
1768,Jepang,Asia,rumput laut - seaweed,2003,391.741,2258.126,1,4
1769,Hongkong,Asia,rumput laut - seaweed,2003,7867.03,3051.593,2,4
1770,Korea Selatan,Asia,rumput laut - seaweed,2003,1510.376,989.27,3,4
1771,Taiwan,Asia,rumput laut - seaweed,2003,421.81,54.376,4,4
1772,Cina,Asia,rumput laut - seaweed,2003,9337.005,3138.937,5,4
1773,Thailand,Asia,rumput laut - seaweed,2003,0,0,6,4
1774,Singapura,Asia,rumput laut - seaweed,2003,20.698,12.017,7,4
1775,Filipina,Asia,rumput laut - seaweed,2003,4573.855,2447.27,8,4
1776,Malaysia,Asia,rumput laut - seaweed,2003,258.558,134.439,9,4
1777,Arab Saudi,Asia,rumput laut - seaweed,2003,0,0,10,4
1778,Yordania,Asia,rumput laut - seaweed,2003,0,0,11,4
1779,Mesir,Afrika,rumput laut - seaweed,2003,8.501,9.557,12,4
1780,Australia,Australia,rumput laut - seaweed,2003,255.604,195.412,13,4
1781,Amerika Serikat,Amerika,rumput laut - seaweed,2003,2127.773,1082.704,14,4
1782,Kanada,Amerika,rumput laut - seaweed,2003,36,16.69,15,4
1783,UK,Eropa,rumput laut - seaweed,2003,400,478.58,16,4
1784,Belanda,Eropa,rumput laut - seaweed,2003,4.952,12.425,17,4
1785,Perancis,Eropa,rumput laut - seaweed,2003,1355,397.619,18,4
1786,Jerman,Eropa,rumput laut - seaweed,2003,338.651,309.179,19,4
1787,Belgia dan Luksemburg,Eropa,rumput laut - seaweed,2003,210,164.85,20,4
1788,Swedia,Eropa,rumput laut - seaweed,2003,0,0,21,4
1789,Denmark,Eropa,rumput laut - seaweed,2003,4499.002,2643.694,22,4
1790,Irlandia,Eropa,rumput laut - seaweed,2003,0,0,23,4
1791,Italia,Eropa,rumput laut - seaweed,2003,36,17.5,24,4
1792,Spanyol,Eropa,rumput laut - seaweed,2003,3363.585,1768.277,25,4
1793,Yunani,Eropa,rumput laut - seaweed,2003,0,0,26,4
1794,Bulgaria,Eropa,rumput laut - seaweed,2003,0,0,27,4
1795,Polandia,Eropa,rumput laut - seaweed,2003,0,0,28,4
1796,Slovenia,Eropa,rumput laut - seaweed,2003,0,0,29,4
1797,Rusia,Eropa,rumput laut - seaweed,2003,0,0,30,4
1798,Negara lainnya,Lainnya,rumput laut - seaweed,2003,3145.896,1328.512,31,4
1799,Jepang,Asia,rumput laut - seaweed,2004,201.83,1945.127,1,4
1800,Hongkong,Asia,rumput laut - seaweed,2004,9214.038,2659.315,2,4
1801,Korea Selatan,Asia,rumput laut - seaweed,2004,1152,609.8,3,4
1802,Taiwan,Asia,rumput laut - seaweed,2004,749.068,194.918,4,4
1803,Cina,Asia,rumput laut - seaweed,2004,13784.961,4009.975,5,4
1804,Thailand,Asia,rumput laut - seaweed,2004,60,68.325,6,4
1805,Singapura,Asia,rumput laut - seaweed,2004,64.475,147.014,7,4
1806,Filipina,Asia,rumput laut - seaweed,2004,5301.542,3369.852,8,4
1807,Malaysia,Asia,rumput laut - seaweed,2004,320.628,167.105,9,4
1808,Arab Saudi,Asia,rumput laut - seaweed,2004,0,0,10,4
1809,Yordania,Asia,rumput laut - seaweed,2004,0,0,11,4
1810,Mesir,Afrika,rumput laut - seaweed,2004,0,0,12,4
1811,Australia,Australia,rumput laut - seaweed,2004,430,372.95,13,4
1812,Amerika Serikat,Amerika,rumput laut - seaweed,2004,1749.844,1397.863,14,4
1813,Kanada,Amerika,rumput laut - seaweed,2004,0,0,15,4
1814,UK,Eropa,rumput laut - seaweed,2004,395.469,451.285,16,4
1815,Belanda,Eropa,rumput laut - seaweed,2004,23.573,19.505,17,4
1816,Perancis,Eropa,rumput laut - seaweed,2004,1574.55,296.72,18,4
1817,Jerman,Eropa,rumput laut - seaweed,2004,441.03,505.05,19,4
1818,Belgia dan Luksemburg,Eropa,rumput laut - seaweed,2004,629.535,350.15,20,4
1819,Swedia,Eropa,rumput laut - seaweed,2004,0,0,21,4
1820,Denmark,Eropa,rumput laut - seaweed,2004,6294.242,4207.849,22,4
1821,Irlandia,Eropa,rumput laut - seaweed,2004,0,0,23,4
1822,Italia,Eropa,rumput laut - seaweed,2004,21,13.65,24,4
1823,Spanyol,Eropa,rumput laut - seaweed,2004,4716.19,2404.123,25,4
1824,Yunani,Eropa,rumput laut - seaweed,2004,0,0,26,4
1825,Bulgaria,Eropa,rumput laut - seaweed,2004,0,0,27,4
1826,Polandia,Eropa,rumput laut - seaweed,2004,0,0,28,4
1827,Slovenia,Eropa,rumput laut - seaweed,2004,0,0,29,4
1828,Rusia,Eropa,rumput laut - seaweed,2004,0.055,0,30,4
1829,Negara lainnya,Lainnya,rumput laut - seaweed,2004,3886.853,2105.823,31,4
1830,Jepang,Asia,rumput laut - seaweed,2005,375.319,2304.881,1,4
1831,Hongkong,Asia,rumput laut - seaweed,2005,8384.605,2260.763,2,4
1832,Korea Selatan,Asia,rumput laut - seaweed,2005,5142.814,2929.958,3,4
1833,Taiwan,Asia,rumput laut - seaweed,2005,504.759,101.227,4,4
1834,Cina,Asia,rumput laut - seaweed,2005,24926.415,7613.157,5,4
1835,Thailand,Asia,rumput laut - seaweed,2005,259.609,217.849,6,4
1836,Singapura,Asia,rumput laut - seaweed,2005,75.515,833.526,7,4
1837,Filipina,Asia,rumput laut - seaweed,2005,8060.284,4292.043,8,4
1838,Malaysia,Asia,rumput laut - seaweed,2005,142.71,83.896,9,4
1839,Arab Saudi,Asia,rumput laut - seaweed,2005,0,0,10,4
1840,Yordania,Asia,rumput laut - seaweed,2005,0,0,11,4
1841,Mesir,Afrika,rumput laut - seaweed,2005,0,0,12,4
1842,Australia,Australia,rumput laut - seaweed,2005,613,618.5,13,4
1843,Amerika Serikat,Amerika,rumput laut - seaweed,2005,1064.75,1296.057,14,4
1844,Kanada,Amerika,rumput laut - seaweed,2005,0,0,15,4
1845,UK,Eropa,rumput laut - seaweed,2005,831.636,1851.393,16,4
1846,Belanda,Eropa,rumput laut - seaweed,2005,60,229,17,4
1847,Perancis,Eropa,rumput laut - seaweed,2005,2918.973,804.806,18,4
1848,Jerman,Eropa,rumput laut - seaweed,2005,781.973,1140.947,19,4
1849,Belgia dan Luksemburg,Eropa,rumput laut - seaweed,2005,254.1,385.665,20,4
1850,Swedia,Eropa,rumput laut - seaweed,2005,0,0,21,4
1851,Denmark,Eropa,rumput laut - seaweed,2005,3754.053,2699.458,22,4
1852,Irlandia,Eropa,rumput laut - seaweed,2005,0,0,23,4
1853,Italia,Eropa,rumput laut - seaweed,2005,0,0,24,4
1854,Spanyol,Eropa,rumput laut - seaweed,2005,4735.984,2207.231,25,4
1855,Yunani,Eropa,rumput laut - seaweed,2005,0,0,26,4
1856,Bulgaria,Eropa,rumput laut - seaweed,2005,0,0,27,4
1857,Polandia,Eropa,rumput laut - seaweed,2005,63,118.65,28,4
1858,Slovenia,Eropa,rumput laut - seaweed,2005,0,0,29,4
1859,Rusia,Eropa,rumput laut - seaweed,2005,0,0,30,4
1860,Negara lainnya,Lainnya,rumput laut - seaweed,2005,6314.757,25526.124,31,4
1861,Jepang,Asia,rumput laut - seaweed,2006,537.356,3617.251,1,4
1862,Hongkong,Asia,rumput laut - seaweed,2006,15673.859,4606.241,2,4
1863,Korea Selatan,Asia,rumput laut - seaweed,2006,3842.918,2281.217,3,4
1864,Taiwan,Asia,rumput laut - seaweed,2006,535.222,177,4,4
1865,Cina,Asia,rumput laut - seaweed,2006,35834.441,12875.745,5,4
1866,Thailand,Asia,rumput laut - seaweed,2006,334.024,351.391,6,4
1867,Singapura,Asia,rumput laut - seaweed,2006,82.875,664.469,7,4
1868,Filipina,Asia,rumput laut - seaweed,2006,11145.03,6051.665,8,4
1869,Malaysia,Asia,rumput laut - seaweed,2006,1235.295,1004.061,9,4
1870,Arab Saudi,Asia,rumput laut - seaweed,2006,0,0,10,4
1871,Yordania,Asia,rumput laut - seaweed,2006,0,0,11,4
1872,Mesir,Afrika,rumput laut - seaweed,2006,0,0,12,4
1873,Australia,Australia,rumput laut - seaweed,2006,436,929.15,13,4
1874,Amerika Serikat,Amerika,rumput laut - seaweed,2006,5750.878,3843.031,14,4
1875,Kanada,Amerika,rumput laut - seaweed,2006,220.5,122.5,15,4
1876,UK,Eropa,rumput laut - seaweed,2006,848.179,2416.43,16,4
1877,Belanda,Eropa,rumput laut - seaweed,2006,40,148,17,4
1878,Perancis,Eropa,rumput laut - seaweed,2006,603.8,549.1,18,4
1879,Jerman,Eropa,rumput laut - seaweed,2006,418.35,811.71,19,4
1880,Belgia dan Luksemburg,Eropa,rumput laut - seaweed,2006,314,819.6,20,4
1881,Swedia,Eropa,rumput laut - seaweed,2006,0,0,21,4
1882,Denmark,Eropa,rumput laut - seaweed,2006,2125.044,834.134,22,4
1883,Irlandia,Eropa,rumput laut - seaweed,2006,0,0,23,4
1884,Italia,Eropa,rumput laut - seaweed,2006,55.867,9.226,24,4
1885,Spanyol,Eropa,rumput laut - seaweed,2006,4430.991,1749.497,25,4
1886,Yunani,Eropa,rumput laut - seaweed,2006,0,0,26,4
1887,Bulgaria,Eropa,rumput laut - seaweed,2006,0,0,27,4
1888,Polandia,Eropa,rumput laut - seaweed,2006,63,160.65,28,4
1889,Slovenia,Eropa,rumput laut - seaweed,2006,0,0,29,4
1890,Rusia,Eropa,rumput laut - seaweed,2006,42.4,152.76,30,4
1891,Negara lainnya,Lainnya,rumput laut - seaweed,2006,11060.426,5411.398,31,4
1892,Jepang,Asia,rumput laut - seaweed,2007,603.873,4089.73,1,4
1893,Hongkong,Asia,rumput laut - seaweed,2007,20890.153,8037.027,2,4
1894,Korea Selatan,Asia,rumput laut - seaweed,2007,5421.272,3403.714,3,4
1895,Taiwan,Asia,rumput laut - seaweed,2007,634.715,177.783,4,4
1896,Cina,Asia,rumput laut - seaweed,2007,23318.145,11179.508,5,4
1897,Thailand,Asia,rumput laut - seaweed,2007,422.95,357.033,6,4
1898,Singapura,Asia,rumput laut - seaweed,2007,111.241,1899.105,7,4
1899,Filipina,Asia,rumput laut - seaweed,2007,10878.315,7079.87,8,4
1900,Malaysia,Asia,rumput laut - seaweed,2007,1091.045,1533.626,9,4
1901,Arab Saudi,Asia,rumput laut - seaweed,2007,0,0,10,4
1902,Yordania,Asia,rumput laut - seaweed,2007,0,0,11,4
1903,Mesir,Afrika,rumput laut - seaweed,2007,0,0,12,4
1904,Australia,Australia,rumput laut - seaweed,2007,321,615.78,13,4
1905,Amerika Serikat,Amerika,rumput laut - seaweed,2007,2453.907,3016.979,14,4
1906,Kanada,Amerika,rumput laut - seaweed,2007,108,80.4,15,4
1907,UK,Eropa,rumput laut - seaweed,2007,670.5,2025.14,16,4
1908,Belanda,Eropa,rumput laut - seaweed,2007,0.389,0.892,17,4
1909,Perancis,Eropa,rumput laut - seaweed,2007,2191.839,1243.178,18,4
1910,Jerman,Eropa,rumput laut - seaweed,2007,415.401,905.222,19,4
1911,Belgia dan Luksemburg,Eropa,rumput laut - seaweed,2007,304.8,475.68,20,4
1912,Swedia,Eropa,rumput laut - seaweed,2007,0,0,21,4
1913,Denmark,Eropa,rumput laut - seaweed,2007,2098.109,787.392,22,4
1914,Irlandia,Eropa,rumput laut - seaweed,2007,0,0,23,4
1915,Italia,Eropa,rumput laut - seaweed,2007,48,180.889,24,4
1916,Spanyol,Eropa,rumput laut - seaweed,2007,4492.961,2241.652,25,4
1917,Yunani,Eropa,rumput laut - seaweed,2007,0,0,26,4
1918,Bulgaria,Eropa,rumput laut - seaweed,2007,0,0,27,4
1919,Polandia,Eropa,rumput laut - seaweed,2007,42,157.5,28,4
1920,Slovenia,Eropa,rumput laut - seaweed,2007,0,0,29,4
1921,Rusia,Eropa,rumput laut - seaweed,2007,42.16,159.051,30,4
1922,Negara lainnya,Lainnya,rumput laut - seaweed,2007,17512.225,7875.199,31,4
1923,Jepang,Asia,rumput laut - seaweed,2008,93.651,2946.034,1,4
1924,Hongkong,Asia,rumput laut - seaweed,2008,2835.277,2017.549,2,4
1925,Korea Selatan,Asia,rumput laut - seaweed,2008,0,0,3,4
1926,Taiwan,Asia,rumput laut - seaweed,2008,369.313,129.354,4,4
1927,Cina,Asia,rumput laut - seaweed,2008,43620.103,35232.665,5,4
1928,Thailand,Asia,rumput laut - seaweed,2008,118.173,449.234,6,4
1929,Singapura,Asia,rumput laut - seaweed,2008,0.555,1843.972,7,4
1930,Filipina,Asia,rumput laut - seaweed,2008,12414.007,27896.221,8,4
1931,Malaysia,Asia,rumput laut - seaweed,2008,583.422,1757.944,9,4
1932,Arab Saudi,Asia,rumput laut - seaweed,2008,0,0,10,4
1933,Yordania,Asia,rumput laut - seaweed,2008,0,0,11,4
1934,Mesir,Afrika,rumput laut - seaweed,2008,0,0,12,4
1935,Australia,Australia,rumput laut - seaweed,2008,128.611,560.983,13,4
1936,Amerika Serikat,Amerika,rumput laut - seaweed,2008,414.29,2562.762,14,4
1937,Kanada,Amerika,rumput laut - seaweed,2008,120,48,15,4
1938,UK,Eropa,rumput laut - seaweed,2008,326.4,6207.77,16,4
1939,Belanda,Eropa,rumput laut - seaweed,2008,0.367,1.894,17,4
1940,Perancis,Eropa,rumput laut - seaweed,2008,2927.022,2980.345,18,4
1941,Jerman,Eropa,rumput laut - seaweed,2008,315,1951.195,19,4
1942,Belgia dan Luksemburg,Eropa,rumput laut - seaweed,2008,251,2437.08,20,4
1943,Swedia,Eropa,rumput laut - seaweed,2008,0,0,21,4
1944,Denmark,Eropa,rumput laut - seaweed,2008,1848.58,634.168,22,4
1945,Irlandia,Eropa,rumput laut - seaweed,2008,0,0,23,4
1946,Italia,Eropa,rumput laut - seaweed,2008,0,271.198,24,4
1947,Spanyol,Eropa,rumput laut - seaweed,2008,1076.128,637.602,25,4
1948,Yunani,Eropa,rumput laut - seaweed,2008,0,0,26,4
1949,Bulgaria,Eropa,rumput laut - seaweed,2008,0,0,27,4
1950,Polandia,Eropa,rumput laut - seaweed,2008,0,577.5,28,4
1951,Slovenia,Eropa,rumput laut - seaweed,2008,0,0,29,4
1952,Rusia,Eropa,rumput laut - seaweed,2008,0.39,222.492,30,4
1953,Negara lainnya,Lainnya,rumput laut - seaweed,2008,32506.287,18787.329,31,4
1954,Jepang,Asia,rumput laut - seaweed,2009,224.91,412.891,1,4
1955,Hongkong,Asia,rumput laut - seaweed,2009,2323.484,841.185,2,4
1956,Korea Selatan,Asia,rumput laut - seaweed,2009,5019.262,5575.578,3,4
1957,Taiwan,Asia,rumput laut - seaweed,2009,528.892,217.098,4,4
1958,Cina,Asia,rumput laut - seaweed,2009,51085.758,39007.905,5,4
1959,Thailand,Asia,rumput laut - seaweed,2009,147.562,345.405,6,4
1960,Singapura,Asia,rumput laut - seaweed,2009,2.646,43.298,7,4
1961,Filipina,Asia,rumput laut - seaweed,2009,6700.533,7746.138,8,4
1962,Malaysia,Asia,rumput laut - seaweed,2009,890.687,1309.958,9,4
1963,Arab Saudi,Asia,rumput laut - seaweed,2009,0,0,10,4
1964,Yordania,Asia,rumput laut - seaweed,2009,0,0,11,4
1965,Mesir,Afrika,rumput laut - seaweed,2009,0,0,12,4
1966,Australia,Australia,rumput laut - seaweed,2009,256,1105.95,13,4
1967,Amerika Serikat,Amerika,rumput laut - seaweed,2009,1764.21,3035.302,14,4
1968,Kanada,Amerika,rumput laut - seaweed,2009,72,28.8,15,4
1969,UK,Eropa,rumput laut - seaweed,2009,1038,5644.296,16,4
1970,Belanda,Eropa,rumput laut - seaweed,2009,120.345,705.793,17,4
1971,Perancis,Eropa,rumput laut - seaweed,2009,3057.609,2993.053,18,4
1972,Jerman,Eropa,rumput laut - seaweed,2009,273.002,900.918,19,4
1973,Belgia dan Luksemburg,Eropa,rumput laut - seaweed,2009,327,1419.8,20,4
1974,Swedia,Eropa,rumput laut - seaweed,2009,0,0,21,4
1975,Denmark,Eropa,rumput laut - seaweed,2009,577,432.64,22,4
1976,Irlandia,Eropa,rumput laut - seaweed,2009,0,0,23,4
1977,Italia,Eropa,rumput laut - seaweed,2009,40,378.192,24,4
1978,Spanyol,Eropa,rumput laut - seaweed,2009,2038.671,2344.487,25,4
1979,Yunani,Eropa,rumput laut - seaweed,2009,0,0,26,4
1980,Bulgaria,Eropa,rumput laut - seaweed,2009,0,0,27,4
1981,Polandia,Eropa,rumput laut - seaweed,2009,21,132.3,28,4
1982,Slovenia,Eropa,rumput laut - seaweed,2009,0,0,29,4
1983,Rusia,Eropa,rumput laut - seaweed,2009,42.445,286.544,30,4
1984,Negara lainnya,Lainnya,rumput laut - seaweed,2009,17451.984,12865.469,31,4
1985,Jepang,Asia,rumput laut - seaweed,2010,260.844,436.704,1,4
1986,Hongkong,Asia,rumput laut - seaweed,2010,5252.136,1983.863,2,4
1987,Korea Selatan,Asia,rumput laut - seaweed,2010,3056.26,4017.323,3,4
1988,Taiwan,Asia,rumput laut - seaweed,2010,316.187,267.206,4,4
1989,Cina,Asia,rumput laut - seaweed,2010,72212.865,70277.467,5,4
1990,Thailand,Asia,rumput laut - seaweed,2010,88,307,6,4
1991,Singapura,Asia,rumput laut - seaweed,2010,5.437,9.465,7,4
1992,Filipina,Asia,rumput laut - seaweed,2010,12512.304,16688.843,8,4
1993,Malaysia,Asia,rumput laut - seaweed,2010,598.884,612.228,9,4
1994,Arab Saudi,Asia,rumput laut - seaweed,2010,0,0,10,4
1995,Yordania,Asia,rumput laut - seaweed,2010,0,0,11,4
1996,Mesir,Afrika,rumput laut - seaweed,2010,0,13.2,12,4
1997,Australia,Australia,rumput laut - seaweed,2010,431,823.5,13,4
1998,Amerika Serikat,Amerika,rumput laut - seaweed,2010,1583.531,4477.667,14,4
1999,Kanada,Amerika,rumput laut - seaweed,2010,24,16.8,15,4
2000,UK,Eropa,rumput laut - seaweed,2010,720.4,4327.777,16,4
2001,Belanda,Eropa,rumput laut - seaweed,2010,0,0,17,4
2002,Perancis,Eropa,rumput laut - seaweed,2010,2211.2,2571.804,18,4
2003,Jerman,Eropa,rumput laut - seaweed,2010,809.042,5287.401,19,4
2004,Belgia dan Luksemburg,Eropa,rumput laut - seaweed,2010,318,1509.58,20,4
2005,Swedia,Eropa,rumput laut - seaweed,2010,0,0,21,4
2006,Denmark,Eropa,rumput laut - seaweed,2010,1661.149,1423.923,22,4
2007,Irlandia,Eropa,rumput laut - seaweed,2010,0,0,23,4
2008,Italia,Eropa,rumput laut - seaweed,2010,30,220.962,24,4
2009,Spanyol,Eropa,rumput laut - seaweed,2010,670.35,1243.762,25,4
2010,Yunani,Eropa,rumput laut - seaweed,2010,0,0,26,4
2011,Bulgaria,Eropa,rumput laut - seaweed,2010,0,0,27,4
2012,Polandia,Eropa,rumput laut - seaweed,2010,0.009,0.053,28,4
2013,Slovenia,Eropa,rumput laut - seaweed,2010,0,0,29,4
2014,Rusia,Eropa,rumput laut - seaweed,2010,42.255,304.634,30,4
2015,Negara lainnya,Lainnya,rumput laut - seaweed,2010,20271.108,19118.296,31,4
2016,Jepang,Asia,rumput laut - seaweed,2011,628.865,782.217,1,4
2017,Hongkong,Asia,rumput laut - seaweed,2011,6402.496,2801.489,2,4
2018,Korea Selatan,Asia,rumput laut - seaweed,2011,8084.56,9325.208,3,4
2019,Taiwan,Asia,rumput laut - seaweed,2011,255.471,120.65,4,4
2020,Cina,Asia,rumput laut - seaweed,2011,101229.738,86385.496,5,4
2021,Thailand,Asia,rumput laut - seaweed,2011,104.3,315.375,6,4
2022,Singapura,Asia,rumput laut - seaweed,2011,0.007,0.13,7,4
2023,Filipina,Asia,rumput laut - seaweed,2011,10403.568,12266.996,8,4
2024,Malaysia,Asia,rumput laut - seaweed,2011,549.798,604.883,9,4
2025,Arab Saudi,Asia,rumput laut - seaweed,2011,0,0,10,4
2026,Yordania,Asia,rumput laut - seaweed,2011,0,0,11,4
2027,Mesir,Afrika,rumput laut - seaweed,2011,0,0,12,4
2028,Australia,Australia,rumput laut - seaweed,2011,545.732,537.529,13,4
2029,Amerika Serikat,Amerika,rumput laut - seaweed,2011,2256.758,4563.888,14,4
2030,Kanada,Amerika,rumput laut - seaweed,2011,72,57.6,15,4
2031,UK,Eropa,rumput laut - seaweed,2011,407.799,2726.768,16,4
2032,Belanda,Eropa,rumput laut - seaweed,2011,0.002,0.004,17,4
2033,Perancis,Eropa,rumput laut - seaweed,2011,2803.068,3275.597,18,4
2034,Jerman,Eropa,rumput laut - seaweed,2011,1460.124,9585.053,19,4
2035,Belgia dan Luksemburg,Eropa,rumput laut - seaweed,2011,15,97.1,20,4
2036,Swedia,Eropa,rumput laut - seaweed,2011,0,0,21,4
2037,Denmark,Eropa,rumput laut - seaweed,2011,667,440.5,22,4
2038,Irlandia,Eropa,rumput laut - seaweed,2011,0,0,23,4
2039,Italia,Eropa,rumput laut - seaweed,2011,20,144.618,24,4
2040,Spanyol,Eropa,rumput laut - seaweed,2011,1139.282,1105.917,25,4
2041,Yunani,Eropa,rumput laut - seaweed,2011,0,0,26,4
2042,Bulgaria,Eropa,rumput laut - seaweed,2011,0,0,27,4
2043,Polandia,Eropa,rumput laut - seaweed,2011,0,0,28,4
2044,Slovenia,Eropa,rumput laut - seaweed,2011,0,0,29,4
2045,Rusia,Eropa,rumput laut - seaweed,2011,84,639.45,30,4
2046,Negara lainnya,Lainnya,rumput laut - seaweed,2011,21945.432,21810.081,31,4
2047,Jepang,Asia,semua komoditi - all commodities,2012,118731.704,842118.105,1,0
2048,Hongkong,Asia,semua komoditi - all commodities,2012,20112.553,98181.085,2,0
2049,Korea Selatan,Asia,semua komoditi - all commodities,2012,30527.111,68205.583,3,0
2050,Taiwan,Asia,semua komoditi - all commodities,2012,37724.645,70362.722,4,0
2051,Cina,Asia,semua komoditi - all commodities,2012,295485.571,284663.68,5,0
2052,Thailand,Asia,semua komoditi - all commodities,2012,216407.162,207053.635,6,0
2053,Singapura,Asia,semua komoditi - all commodities,2012,42839.998,92148.858,7,0
2054,Filipina,Asia,semua komoditi - all commodities,2012,12377.235,18180.009,8,0
