ID,Negara,Benua,NamaKomoditi,Tahun,Volume,Nilai,NegaraID,KomoditiID
746,Hongkong,Asia,udang - shrimp,2003,7446.091,19919.094,2,1
747,Korea Selatan,Asia,udang - shrimp,2003,705.195,2650.798,3,1
748,Taiwan,Asia,udang - shrimp,2003,2358.823,3632.775,4,1
749,Cina,Asia,udang - shrimp,2003,1778.802,10493.585,5,1
750,Thailand,Asia,udang - shrimp,2003,3267.894,7043.321,6,1
751,Singapura,Asia,udang - shrimp,2003,4215.672,9269.59,7,1
752,Filipina,Asia,udang - shrimp,2003,63,152,8,1
753,Malaysia,Asia,udang - shrimp,2003,6538.264,7621.744,9,1
754,Arab Saudi,Asia,udang - shrimp,2003,0.404,1,10,1
755,Yordania,Asia,udang - shrimp,2003,0,2,11,1
756,Mesir,Afrika,udang - shrimp,2003,0,0,12,1
757,Australia,Australia,udang - shrimp,2003,1833.913,9919.875,13,1
758,Amerika Serikat,Amerika,udang - shrimp,2003,21901.102,156910.329,14,1
759,Kanada,Amerika,udang - shrimp,2003,1366.129,9022.896,15,1
760,UK,Eropa,udang - shrimp,2003,5585.545,32783.049,16,1
761,Belanda,Eropa,udang - shrimp,2003,1266.679,8361.348,17,1
762,Perancis,Eropa,udang - shrimp,2003,2040.162,12627.612,18,1
763,Jerman,Eropa,udang - shrimp,2003,1748.891,11186.899,19,1
764,Belgia dan Luksemburg,Eropa,udang - shrimp,2003,9502.636,46258.477,20,1
765,Swedia,Eropa,udang - shrimp,2003,250.337,1690,21,1
766,Denmark,Eropa,udang - shrimp,2003,393.041,2899.586,22,1
767,Irlandia,Eropa,udang - shrimp,2003,23,192,23,1
768,Italia,Eropa,udang - shrimp,2003,926.865,4040.56,24,1
769,Spanyol,Eropa,udang - shrimp,2003,1739.291,6473.198,25,1
770,Yunani,Eropa,udang - shrimp,2003,0,0,26,1
771,Bulgaria,Eropa,udang - shrimp,2003,303,1154,27,1
772,Polandia,Eropa,udang - shrimp,2003,17,718,28,1
773,Slovenia,Eropa,udang - shrimp,2003,0.14,2,29,1
774,Rusia,Eropa,udang - shrimp,2003,298,1879,30,1
775,Negara lainnya,Lainnya,udang - shrimp,2003,3081.697,9364.396,31,1
776,Jepang,Asia,udang - shrimp,2004,49282.44,391140.031,1,1
777,Hongkong,Asia,udang - shrimp,2004,4759.059,19105.351,2,1
778,Korea Selatan,Asia,udang - shrimp,2004,854.498,4083.151,3,1
779,Taiwan,Asia,udang - shrimp,2004,1495.91,4128.149,4,1
780,Cina,Asia,udang - shrimp,2004,2411.282,13000.021,5,1
781,Thailand,Asia,udang - shrimp,2004,2438.198,4529.347,6,1
782,Singapura,Asia,udang - shrimp,2004,3548.497,8198.718,7,1
783,Filipina,Asia,udang - shrimp,2004,132,132,8,1
784,Malaysia,Asia,udang - shrimp,2004,5183.263,5441.582,9,1
785,Arab Saudi,Asia,udang - shrimp,2004,0,0,10,1
786,Yordania,Asia,udang - shrimp,2004,29,29,11,1
787,Mesir,Afrika,udang - shrimp,2004,0,0,12,1
788,Australia,Australia,udang - shrimp,2004,1465.526,7299.516,13,1
789,Amerika Serikat,Amerika,udang - shrimp,2004,40537.666,279384.981,14,1
790,Kanada,Amerika,udang - shrimp,2004,1228.983,8723.756,15,1
791,UK,Eropa,udang - shrimp,2004,4903.507,28216.469,16,1
792,Belanda,Eropa,udang - shrimp,2004,1279.004,8235.347,17,1
793,Perancis,Eropa,udang - shrimp,2004,1792.958,10674.782,18,1
794,Jerman,Eropa,udang - shrimp,2004,1539.657,9325.078,19,1
795,Belgia dan Luksemburg,Eropa,udang - shrimp,2004,9500.299,52940.474,20,1
796,Swedia,Eropa,udang - shrimp,2004,233.012,1315,21,1
797,Denmark,Eropa,udang - shrimp,2004,534.978,3293.408,22,1
798,Irlandia,Eropa,udang - shrimp,2004,18,18,23,1
799,Italia,Eropa,udang - shrimp,2004,1491.099,7179.109,24,1
800,Spanyol,Eropa,udang - shrimp,2004,2835.622,10237.762,25,1
801,Yunani,Eropa,udang - shrimp,2004,51,51,26,1
802,Bulgaria,Eropa,udang - shrimp,2004,11,11,27,1
803,Polandia,Eropa,udang - shrimp,2004,0,0,28,1
804,Slovenia,Eropa,udang - shrimp,2004,1,1,29,1
805,Rusia,Eropa,udang - shrimp,2004,151,151,30,1
806,Negara lainnya,Lainnya,udang - shrimp,2004,4540.54,10281.968,31,1
807,Jepang,Asia,udang - shrimp,2005,45950.682,373355.677,1,1
808,Hongkong,Asia,udang - shrimp,2005,5193.153,22759.66,2,1
809,Korea Selatan,Asia,udang - shrimp,2005,839.818,4021.633,3,1
810,Taiwan,Asia,udang - shrimp,2005,1030.397,2466.349,4,1
811,Cina,Asia,udang - shrimp,2005,4142.506,16202.544,5,1
812,Thailand,Asia,udang - shrimp,2005,5483.324,3066.028,6,1
813,Singapura,Asia,udang - shrimp,2005,2962.744,4886.517,7,1
814,Filipina,Asia,udang - shrimp,2005,75.632,296.286,8,1
815,Malaysia,Asia,udang - shrimp,2005,4437.415,3423.614,9,1
816,Arab Saudi,Asia,udang - shrimp,2005,0,0,10,1
817,Yordania,Asia,udang - shrimp,2005,7.945,56.801,11,1
818,Mesir,Afrika,udang - shrimp,2005,0,0,12,1
819,Australia,Australia,udang - shrimp,2005,1432.656,7003.207,13,1
820,Amerika Serikat,Amerika,udang - shrimp,2005,50489.076,327363.674,14,1
821,Kanada,Amerika,udang - shrimp,2005,2214.343,12287.716,15,1
822,UK,Eropa,udang - shrimp,2005,7474.628,44724.808,16,1
823,Belanda,Eropa,udang - shrimp,2005,1633.583,10215.64,17,1
824,Perancis,Eropa,udang - shrimp,2005,2229.91,14150.119,18,1
825,Jerman,Eropa,udang - shrimp,2005,1620.972,9025.124,19,1
826,Belgia dan Luksemburg,Eropa,udang - shrimp,2005,10907.416,63893.85,20,1
827,Swedia,Eropa,udang - shrimp,2005,210.117,948.701,21,1
828,Denmark,Eropa,udang - shrimp,2005,359.846,2167.932,22,1
829,Irlandia,Eropa,udang - shrimp,2005,0,0,23,1
830,Italia,Eropa,udang - shrimp,2005,1594.875,8114.507,24,1
831,Spanyol,Eropa,udang - shrimp,2005,1347.646,6168.787,25,1
832,Yunani,Eropa,udang - shrimp,2005,0,0,26,1
833,Bulgaria,Eropa,udang - shrimp,2005,0,0,27,1
834,Polandia,Eropa,udang - shrimp,2005,0,0,28,1
835,Slovenia,Eropa,udang - shrimp,2005,0,0,29,1
836,Rusia,Eropa,udang - shrimp,2005,91.958,624.904,30,1
837,Negara lainnya,Lainnya,udang - shrimp,2005,2261.489,10896.803,31,1
838,Jepang,Asia,udang - shrimp,2006,50379.638,419895.059,1,1
839,Hongkong,Asia,udang - shrimp,2006,5270.637,24379.944,2,1
840,Korea Selatan,Asia,udang - shrimp,2006,741.097,4464.408,3,1
841,Taiwan,Asia,udang - shrimp,2006,929.627,2029.846,4,1
842,Cina,Asia,udang - shrimp,2006,2868.395,14500.453,5,1
843,Thailand,Asia,udang - shrimp,2006,5017.737,2727.172,6,1
844,Singapura,Asia,udang - shrimp,2006,2606.388,5311.273,7,1
845,Filipina,Asia,udang - shrimp,2006,65.97,354.649,8,1
846,Malaysia,Asia,udang - shrimp,2006,4175.325,5472.153,9,1
847,Arab Saudi,Asia,udang - shrimp,2006,41.333,36.814,10,1
848,Yordania,Asia,udang - shrimp,2006,0.004,0.014,11,1
849,Mesir,Afrika,udang - shrimp,2006,71.181,392.72,12,1
850,Australia,Australia,udang - shrimp,2006,1738.845,8048.376,13,1
851,Amerika Serikat,Amerika,udang - shrimp,2006,61477.257,418175.119,14,1
852,Kanada,Amerika,udang - shrimp,2006,1304.973,6487.338,15,1
853,UK,Eropa,udang - shrimp,2006,9809.876,65408.736,16,1
854,Belanda,Eropa,udang - shrimp,2006,1529.777,9667.441,17,1
855,Perancis,Eropa,udang - shrimp,2006,1305.15,6595.085,18,1
856,Jerman,Eropa,udang - shrimp,2006,2099.304,12336.763,19,1
857,Belgia dan Luksemburg,Eropa,udang - shrimp,2006,12742.312,78628.398,20,1
858,Swedia,Eropa,udang - shrimp,2006,167.906,1372.615,21,1
859,Denmark,Eropa,udang - shrimp,2006,314.84,1797.709,22,1
860,Irlandia,Eropa,udang - shrimp,2006,0,0,23,1
861,Italia,Eropa,udang - shrimp,2006,1870.153,7528.908,24,1
862,Spanyol,Eropa,udang - shrimp,2006,717.402,3733.139,25,1
863,Yunani,Eropa,udang - shrimp,2006,0,0,26,1
864,Bulgaria,Eropa,udang - shrimp,2006,0,0,27,1
865,Polandia,Eropa,udang - shrimp,2006,0,0,28,1
866,Slovenia,Eropa,udang - shrimp,2006,0,0,29,1
867,Rusia,Eropa,udang - shrimp,2006,54.294,437.21,30,1
868,Negara lainnya,Lainnya,udang - shrimp,2006,2083.993,16181.247,31,1
869,Jepang,Asia,udang - shrimp,2007,40333.747,335168.864,1,1
870,Hongkong,Asia,udang - shrimp,2007,4957.844,26307.132,2,1
871,Korea Selatan,Asia,udang - shrimp,2007,572.35,3729.781,3,1
872,Taiwan,Asia,udang - shrimp,2007,1739.692,4004.552,4,1
873,Cina,Asia,udang - shrimp,2007,1407.004,6637.513,5,1
874,Thailand,Asia,udang - shrimp,2007,4767.164,1964.365,6,1
875,Singapura,Asia,udang - shrimp,2007,1969.919,5414.671,7,1
876,Filipina,Asia,udang - shrimp,2007,69.848,316.494,8,1
877,Malaysia,Asia,udang - shrimp,2007,5877.687,8434.283,9,1
878,Arab Saudi,Asia,udang - shrimp,2007,101.979,84.495,10,1
879,Yordania,Asia,udang - shrimp,2007,0,0,11,1
880,Mesir,Afrika,udang - shrimp,2007,659.926,3772.817,12,1
881,Australia,Australia,udang - shrimp,2007,751.484,5126.375,13,1
882,Amerika Serikat,Amerika,udang - shrimp,2007,60399.296,420719.574,14,1
883,Kanada,Amerika,udang - shrimp,2007,1740.209,7828.639,15,1
884,UK,Eropa,udang - shrimp,2007,8945.056,56576.857,16,1
885,Belanda,Eropa,udang - shrimp,2007,1939.845,12269.73,17,1
886,Perancis,Eropa,udang - shrimp,2007,816.235,4608.697,18,1
887,Jerman,Eropa,udang - shrimp,2007,1819.26,12619.75,19,1
888,Belgia dan Luksemburg,Eropa,udang - shrimp,2007,12517.133,77359.509,20,1
889,Swedia,Eropa,udang - shrimp,2007,276.082,2518.741,21,1
890,Denmark,Eropa,udang - shrimp,2007,277.596,2055.134,22,1
891,Irlandia,Eropa,udang - shrimp,2007,2.069,14.155,23,1
892,Italia,Eropa,udang - shrimp,2007,1399.351,5528.185,24,1
893,Spanyol,Eropa,udang - shrimp,2007,471.218,2615.06,25,1
894,Yunani,Eropa,udang - shrimp,2007,25.22,210.077,26,1
895,Bulgaria,Eropa,udang - shrimp,2007,0,0,27,1
896,Polandia,Eropa,udang - shrimp,2007,0,0,28,1
897,Slovenia,Eropa,udang - shrimp,2007,0,0,29,1
898,Rusia,Eropa,udang - shrimp,2007,289.574,2325,30,1
899,Negara lainnya,Lainnya,udang - shrimp,2007,3418.002,21724.075,31,1
900,Jepang,Asia,udang - shrimp,2008,39233.297,334979.555,1,1
901,Hongkong,Asia,udang - shrimp,2008,3207.261,17919.428,2,1
902,Korea Selatan,Asia,udang - shrimp,2008,647.197,4365,3,1
903,Taiwan,Asia,udang - shrimp,2008,2165.959,6052.696,4,1
904,Cina,Asia,udang - shrimp,2008,6369.339,24702.661,5,1
905,Thailand,Asia,udang - shrimp,2008,2653.757,1661.258,6,1
906,Singapura,Asia,udang - shrimp,2008,1591.501,4899.051,7,1
907,Filipina,Asia,udang - shrimp,2008,21.048,133.017,8,1
908,Malaysia,Asia,udang - shrimp,2008,4208.56,4625.468,9,1
909,Arab Saudi,Asia,udang - shrimp,2008,0,0,10,1
910,Yordania,Asia,udang - shrimp,2008,1.568,1.507,11,1
911,Mesir,Afrika,udang - shrimp,2008,608.797,3956.52,12,1
912,Australia,Australia,udang - shrimp,2008,604.563,4261.64,13,1
913,Amerika Serikat,Amerika,udang - shrimp,2008,77203.4,547627.49,14,1
914,Kanada,Amerika,udang - shrimp,2008,1105.007,5584.671,15,1
915,UK,Eropa,udang - shrimp,2008,8411.388,57798.832,16,1
916,Belanda,Eropa,udang - shrimp,2008,3699.335,23801.428,17,1
917,Perancis,Eropa,udang - shrimp,2008,1072.997,6611.337,18,1
918,Jerman,Eropa,udang - shrimp,2008,1776.458,13212.468,19,1
919,Belgia dan Luksemburg,Eropa,udang - shrimp,2008,9435.769,65306.299,20,1
920,Swedia,Eropa,udang - shrimp,2008,123.317,1019.674,21,1
921,Denmark,Eropa,udang - shrimp,2008,366.576,2552.706,22,1
922,Irlandia,Eropa,udang - shrimp,2008,8.567,70.836,23,1
923,Italia,Eropa,udang - shrimp,2008,2245.05,7773.67,24,1
924,Spanyol,Eropa,udang - shrimp,2008,208.058,1357.29,25,1
925,Yunani,Eropa,udang - shrimp,2008,20.982,89.024,26,1
926,Bulgaria,Eropa,udang - shrimp,2008,0,0,27,1
927,Polandia,Eropa,udang - shrimp,2008,2.645,3.658,28,1
928,Slovenia,Eropa,udang - shrimp,2008,0,0,29,1
929,Rusia,Eropa,udang - shrimp,2008,213.743,1526.563,30,1
930,Negara lainnya,Lainnya,udang - shrimp,2008,3376.861,19399.253,31,1
931,Jepang,Asia,udang - shrimp,2009,38528.388,333055.88,1,1
932,Hongkong,Asia,udang - shrimp,2009,3057.507,15623.854,2,1
933,Korea Selatan,Asia,udang - shrimp,2009,524.661,3316.586,3,1
934,Taiwan,Asia,udang - shrimp,2009,1641.93,4240.603,4,1
935,Cina,Asia,udang - shrimp,2009,1768.823,8404.991,5,1
936,Thailand,Asia,udang - shrimp,2009,4069.741,1477.753,6,1
937,Singapura,Asia,udang - shrimp,2009,2442.041,5967.805,7,1
938,Filipina,Asia,udang - shrimp,2009,62.851,111.979,8,1
939,Malaysia,Asia,udang - shrimp,2009,3313.143,3667.819,9,1
940,Arab Saudi,Asia,udang - shrimp,2009,0,0,10,1
941,Yordania,Asia,udang - shrimp,2009,0,0.807,11,1
942,Mesir,Afrika,udang - shrimp,2009,469.748,3630.069,12,1
943,Australia,Australia,udang - shrimp,2009,2165.17,18770.876,13,1
944,Amerika Serikat,Amerika,udang - shrimp,2009,63592.017,426995.485,14,1
945,Kanada,Amerika,udang - shrimp,2009,1275.092,6740.538,15,1
946,UK,Eropa,udang - shrimp,2009,6970.431,47230.006,16,1
947,Belanda,Eropa,udang - shrimp,2009,5045.26,29940.176,17,1
948,Perancis,Eropa,udang - shrimp,2009,2581.536,15710.046,18,1
949,Jerman,Eropa,udang - shrimp,2009,1055.32,7370.379,19,1
950,Belgia dan Luksemburg,Eropa,udang - shrimp,2009,5022.964,34424.147,20,1
951,Swedia,Eropa,udang - shrimp,2009,128.621,1095.727,21,1
952,Denmark,Eropa,udang - shrimp,2009,397.754,2502.308,22,1
953,Irlandia,Eropa,udang - shrimp,2009,1.397,2.808,23,1
954,Italia,Eropa,udang - shrimp,2009,2213.959,7171.035,24,1
955,Spanyol,Eropa,udang - shrimp,2009,57.32,249.929,25,1
956,Yunani,Eropa,udang - shrimp,2009,46.592,142.603,26,1
957,Bulgaria,Eropa,udang - shrimp,2009,0,0,27,1
958,Polandia,Eropa,udang - shrimp,2009,3.065,5.551,28,1
959,Slovenia,Eropa,udang - shrimp,2009,0,0,29,1
960,Rusia,Eropa,udang - shrimp,2009,206.11,1581.192,30,1
961,Negara lainnya,Lainnya,udang - shrimp,2009,4347.559,28050.048,31,1
962,Jepang,Asia,udang - shrimp,2010,38332.772,375400.875,1,1
963,Hongkong,Asia,udang - shrimp,2010,3509.213,19665.843,2,1
964,Korea Selatan,Asia,udang - shrimp,2010,529.453,2805.244,3,1
965,Taiwan,Asia,udang - shrimp,2010,1848.633,5003.975,4,1
966,Cina,Asia,udang - shrimp,2010,5953.731,11799.135,5,1
967,Thailand,Asia,udang - shrimp,2010,6750.441,2592.275,6,1
968,Singapura,Asia,udang - shrimp,2010,1755.047,4863.285,7,1
969,Filipina,Asia,udang - shrimp,2010,58.363,303.648,8,1
970,Malaysia,Asia,udang - shrimp,2010,3060.754,4395.922,9,1
971,Arab Saudi,Asia,udang - shrimp,2010,0.008,0.05,10,1
972,Yordania,Asia,udang - shrimp,2010,0,0,11,1
973,Mesir,Afrika,udang - shrimp,2010,195.33,2007.228,12,1
974,Australia,Australia,udang - shrimp,2010,958.416,9140.676,13,1
975,Amerika Serikat,Amerika,udang - shrimp,2010,58276.323,443219.386,14,1
976,Kanada,Amerika,udang - shrimp,2010,1339.812,9163.028,15,1
977,UK,Eropa,udang - shrimp,2010,6560.162,53336.209,16,1
978,Belanda,Eropa,udang - shrimp,2010,3933.513,30254.606,17,1
979,Perancis,Eropa,udang - shrimp,2010,1970.818,14601.545,18,1
980,Jerman,Eropa,udang - shrimp,2010,855.058,7045.809,19,1
981,Belgia dan Luksemburg,Eropa,udang - shrimp,2010,3584.914,27828.041,20,1
982,Swedia,Eropa,udang - shrimp,2010,148.565,1435.735,21,1
983,Denmark,Eropa,udang - shrimp,2010,528.077,2780.07,22,1
984,Irlandia,Eropa,udang - shrimp,2010,0,0,23,1
985,Italia,Eropa,udang - shrimp,2010,1443.061,4635.366,24,1
986,Spanyol,Eropa,udang - shrimp,2010,190.572,809.528,25,1
987,Yunani,Eropa,udang - shrimp,2010,22.097,93.15,26,1
988,Bulgaria,Eropa,udang - shrimp,2010,5.928,84.7,27,1
989,Polandia,Eropa,udang - shrimp,2010,0.229,8.664,28,1
990,Slovenia,Eropa,udang - shrimp,2010,0,0,29,1
991,Rusia,Eropa,udang - shrimp,2010,250.951,2474.352,30,1
992,Negara lainnya,Lainnya,udang - shrimp,2010,3029.897,20650.982,31,1
993,Jepang,Asia,udang - shrimp,2011,37897.294,427300.986,1,1
994,Hongkong,Asia,udang - shrimp,2011,2824.397,19143.595,2,1
995,Korea Selatan,Asia,udang - shrimp,2011,1153.713,3573.522,3,1
996,Taiwan,Asia,udang - shrimp,2011,1468.757,5287.816,4,1
997,Cina,Asia,udang - shrimp,2011,5919.606,25432.363,5,1
998,Thailand,Asia,udang - shrimp,2011,10472.647,2979.691,6,1
999,Singapura,Asia,udang - shrimp,2011,1898.199,7028.855,7,1
1000,Filipina,Asia,udang - shrimp,2011,102.64,549.107,8,1
1001,Malaysia,Asia,udang - shrimp,2011,3050.827,4121.995,9,1
1002,Arab Saudi,Asia,udang - shrimp,2011,1.5,6.96,10,1
1003,Yordania,Asia,udang - shrimp,2011,0,0.072,11,1
1004,Mesir,Afrika,udang - shrimp,2011,84.175,837.528,12,1
1005,Australia,Australia,udang - shrimp,2011,911.867,11372.292,13,1
1006,Amerika Serikat,Amerika,udang - shrimp,2011,70058.677,615055.028,14,1
1007,Kanada,Amerika,udang - shrimp,2011,1768.235,12640.598,15,1
1008,UK,Eropa,udang - shrimp,2011,4520.208,41551.282,16,1
1009,Belanda,Eropa,udang - shrimp,2011,3585.775,34643.258,17,1
1010,Perancis,Eropa,udang - shrimp,2011,1217.874,9613.763,18,1
1011,Jerman,Eropa,udang - shrimp,2011,1008.519,9798.387,19,1
1012,Belgia dan Luksemburg,Eropa,udang - shrimp,2011,3055.283,29327.605,20,1
1013,Swedia,Eropa,udang - shrimp,2011,156.553,1672.28,21,1
1014,Denmark,Eropa,udang - shrimp,2011,484.523,2721.24,22,1
1015,Irlandia,Eropa,udang - shrimp,2011,0,0,23,1
1016,Italia,Eropa,udang - shrimp,2011,1369.203,4888.857,24,1
1017,Spanyol,Eropa,udang - shrimp,2011,83.794,288.614,25,1
1018,Yunani,Eropa,udang - shrimp,2011,57.405,276.076,26,1
1019,Bulgaria,Eropa,udang - shrimp,2011,0,0,27,1
1020,Polandia,Eropa,udang - shrimp,2011,0.366,10.662,28,1
1021,Slovenia,Eropa,udang - shrimp,2011,0,0,29,1
1022,Rusia,Eropa,udang - shrimp,2011,470.488,5438.737,30,1
1023,Negara lainnya,Lainnya,udang - shrimp,2011,4439.475,34112.556,31,1
1024,Jepang,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2001,35220.79,112258.607,1,2
1025,Hongkong,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2001,200.577,649.681,2,2
1026,Korea Selatan,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2001,410.28,790.78,3,2
1027,Taiwan,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2001,141.547,305.192,4,2
1028,Cina,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2001,120.393,112.103,5,2
1029,Thailand,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2001,5744.691,4327.989,6,2
1030,Singapura,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2001,9896.54,22971.228,7,2
1031,Filipina,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2001,621.589,416.105,8,2
1032,Malaysia,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2001,655.721,589.231,9,2
1033,Arab Saudi,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2001,1474.028,4966.999,10,2
1034,Yordania,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2001,1845.803,3986.915,11,2
1035,Mesir,Afrika,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2001,4878.666,8342.169,12,2
1036,Australia,Australia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2001,49.322,87.628,13,2
1037,Amerika Serikat,Amerika,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2001,14649.604,42967.123,14,2
1038,Kanada,Amerika,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2001,65.22,86.055,15,2
1039,UK,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2001,2900.517,4369.37,16,2
1040,Belanda,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2001,1517.936,4483.011,17,2
1041,Perancis,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2001,76.869,108.376,18,2
1042,Jerman,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2001,1686.517,2995.548,19,2
1043,Belgia dan Luksemburg,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2001,223.171,699.037,20,2
1044,Swedia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2001,38,71,21,2
1045,Denmark,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2001,35.579,39.926,22,2
1046,Irlandia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2001,0,0,23,2
1047,Italia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2001,0.01,0.75,24,2
1048,Spanyol,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2001,88.294,116.676,25,2
1049,Yunani,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2001,36.285,98.432,26,2
1050,Bulgaria,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2001,348.208,653.551,27,2
1051,Polandia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2001,243.582,358.076,28,2
1052,Slovenia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2001,43.516,65.74,29,2
1053,Rusia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2001,0.394,4.036,30,2
1054,Negara lainnya,Lainnya,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2001,991.745,2069.666,31,2
1055,Jepang,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2002,41149,118528,1,2
1056,Hongkong,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2002,1146,787,2,2
1057,Korea Selatan,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2002,1781,1422,3,2
1058,Taiwan,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2002,467,689,4,2
1059,Cina,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2002,4245,2589,5,2
1060,Thailand,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2002,3696,2754,6,2
1061,Singapura,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2002,4752,8853,7,2
1062,Filipina,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2002,917,367,8,2
1063,Malaysia,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2002,746,933,9,2
1064,Arab Saudi,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2002,1551,4423,10,2
1065,Yordania,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2002,1543,3464,11,2
1066,Mesir,Afrika,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2002,5733,10271,12,2
1067,Australia,Australia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2002,0,0,13,2
1068,Amerika Serikat,Amerika,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2002,14134,38058,14,2
1069,Kanada,Amerika,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2002,34,55,15,2
1070,UK,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2002,3174,5000,16,2
1071,Belanda,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2002,1735,3587,17,2
1072,Perancis,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2002,269,289,18,2
1073,Jerman,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2002,2026,3310,19,2
1074,Belgia dan Luksemburg,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2002,623,1558,20,2
1075,Swedia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2002,37,59,21,2
1076,Denmark,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2002,20,10,22,2
1077,Irlandia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2002,218,319,23,2
1078,Italia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2002,90,225,24,2
1079,Spanyol,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2002,488,539,25,2
1080,Yunani,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2002,98,159,26,2
1081,Bulgaria,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2002,145,248,27,2
1082,Polandia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2002,207,395,28,2
1083,Slovenia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2002,18,22,29,2
1084,Rusia,Eropa,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2002,6,58,30,2
1085,Negara lainnya,Lainnya,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2002,1755,3455,31,2
1086,Jepang,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2003,34173.084,101726.501,1,2
1087,Hongkong,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2003,865.314,791.594,2,2
1088,Korea Selatan,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2003,2056.357,1996.36,3,2
1089,Taiwan,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2003,12095.167,4992.875,4,2
1090,Cina,Asia,tuna/cakalang/tongkol - tunas/skipjack/eastern little tuna,2003,10446.785,3600.24,5,2
